¹	x1	x2	u	y
1	-3.025426967460769	0.34679843588674775	-0.2122534510487029	-0.13112429268959003
2	1.1353425640205335	-0.9171839177868479	1.724061392775584	1.914394621454525
3	-3.920701516503496	0.6919825498554115	0.22093194968353436	0.24071420401430194
4	3.501296973837216	0.118752429577623	0.30422376126546535	0.3697558807768666
5	-2.396408246166314	-0.7266472411184886	0.10925597040551965	0.1812218174749437
6	2.862108168466171	-0.8053745333623263	1.001802514286607	0.9643766822993071
7	-2.7794237613975206	0.20233951255119154	-0.32060471832204496	-0.31521646525093555
8	5.678071387179634	-0.2805036467158628	0.2614484541392264	0.4106353724312082
9	-1.7826082097215097	-0.42014001581775995	-0.385282751995382	-0.3897365610276175
10	1.0220262748905382	0.21832738736076807	1.0281591330880566	0.9433291065306347
11	-2.919745370120105	0.42625937418047366	-0.16267568508834188	-0.1338983232750732
12	5.517267941191559	0.9474025374207651	1.085432703511138	1.1171372185610804
13	-5.8886215060170395	-0.3948781830295338	-0.018818361218078478	-0.12932758082807802
14	4.685442681532199	0.7942860729328154	0.8500822422386903	0.9298356988425439
15	-1.7368606258001726	0.28859485303085064	-0.4931724482691453	-0.44353302544358675
16	4.814814235948109	0.6722883182670314	0.6655459586084478	0.6929259962925663
17	-3.1356484108831113	-0.37229422149376745	-0.1824831961027704	-0.3213410019794676
18	5.238117532043399	0.23477120239413374	0.2522873905069202	0.2109145998483663
19	-3.6151735345453626	-0.5204114550285193	-0.008451026561969888	-0.06387260739890704
20	5.687840214872063	-0.648108027083018	0.602480703184418	0.6340355732653338
21	-4.6984599014794375	-0.627257343321024	0.17685488955135448	0.10630399104986338
22	3.250543690075518	0.011513206989214542	0.31202509163118414	0.2722173119637873
23	-4.1591247670503275	-0.1830574001553129	-0.2101026199117688	-0.1451704657527607
24	1.2248338695792285	0.24333874489966822	0.8779001656272055	0.8724297305460639
25	-5.9591650744575375	0.5393420318002498	0.11817585347472248	0.0867593422116639
26	5.050185592673834	-0.42392921032486774	0.38373629285535016	0.32149437997718866
27	-5.126703149741745	-0.8853038059800642	0.5844904658889686	0.5578728679486777
28	4.154644204660771	0.5848851914737492	0.5879983176379884	0.614635965400563
