¹	x1	x2	u	y
1	0.9276500235856977	-0.07009717534512672	1.0848270043376138	1.1431942825232981
2	-0.5486856653611905	-0.06722867146638656	-1.81757284823937	-1.8954199938791378
3	-0.14545958789471158	0.2515328017100791	-6.810613230147612	-6.7843316455280664
4	-0.10479068016986304	0.8300534309165599	-8.85286646107361	-8.914588079356312
5	0.2565360978747502	-0.2180047908246121	3.946847714685605	3.8670488183307934
6	0.8891825836868379	0.30083686273635535	1.2170504995464155	1.205333270586751
7	-0.14841297582593915	-0.46536496700615304	-6.520585716798099	-6.485810914501297
8	0.9222547741141311	-0.652283837019348	1.5116303070684136	1.5158632617522467
9	0.5307185159673045	-0.035638115978441354	1.8870352392679748	1.8760844192829782
10	-0.5337353051326794	-0.8368636663253364	-1.172864507858328	-1.122186889573593
11	0.3996275461273151	-0.36744659481731756	2.6387098891833998	2.6849756583086575
12	0.7746737229496965	-0.15718978800487937	1.3173336228596606	1.3034365450442513
13	0.38440746579515794	-0.5944355982584675	2.9560849358331978	2.9722243174073446
14	-0.22987075109758837	0.8101536501041762	-3.693070647813068	-3.7678104560182097
15	-0.31632673548133594	-0.2822841908290643	-3.0809484659327055	-3.0956720920385115
16	-0.5861292379405805	0.44178850641176615	-1.5104732381187347	-1.4405096895559133
17	-0.5545250540677613	-0.7398588356524758	-1.2555824437692724	-1.2811696122391276
18	0.3689083988274535	-0.10980261225817944	2.7241145507373536	2.7052378112295923
19	-0.46007392775658196	-0.5795055650799421	-1.8372550491127146	-1.839580186837472
20	-0.6410304978153993	0.04683015896552023	-1.557431464299178	-1.6102948953889349
21	-0.6415344345054819	0.3625501129737778	-1.4269254771952027	-1.428645611110184
22	0.18257091109776669	-0.5774340790888148	5.811878762128807	5.844194365064451
23	-0.25603181238925354	0.6887827302307967	-3.430530145852063	-3.3991686009865476
24	0.417789928367023	0.6572536319800746	2.8270132597280675	2.8275702987789266
25	-0.6366362480066374	0.15261282323837833	-1.547086376985898	-1.493796913649899
26	-0.017312006202233166	-0.3379669018147422	-57.648209896602495	-57.646814680477874
27	0.04269049544441916	-0.37813940379004674	23.568412052949817	23.63587374773964
28	0.7398050873391375	-0.09274304868093286	1.3620391888382848	1.3968129582729414
29	0.38992514039898296	0.8236214348773274	3.2444193874422655	3.3046611305889853
30	0.36572390361909046	-0.781700916525558	3.346646967385491	3.3274845879308454
31	-0.1220857443668113	-0.3416137515464741	-8.073420807726444	-8.137293336339429
32	0.5456096224467979	0.19500078899041684	1.8724026678877563	1.8353456261884258
33	-0.222507271365864	-0.8133946005163075	-3.831928220119183	-3.8387200019247536
34	-0.7676509488414482	0.25464412655987	-1.2375739464313031	-1.2496674631651543
35	0.3273423307926113	-0.16304779626175514	3.0828014674731485	3.0335277484848
36	0.8172345769255087	-0.12280431539388914	1.2405247310801792	1.305329651159539
37	-0.7617884714684893	-0.3652242791414986	-1.1791098958528543	-1.1884605095654246
38	-0.5386142800500286	0.3704797844520793	-1.7188624995272843	-1.742040037071923
39	-0.08582352877529198	0.4605091778158277	-11.43878746871183	-11.40636365400911
40	0.9183534326466145	0.5029152130607126	1.3437977435048956	1.277318805841561
41	0.574572255881707	0.3033823653559049	1.8340709120453536	1.8581633725255715
42	-0.5893661184968229	-0.6303832987965461	-1.2990074891029357	-1.2774791863738886
43	0.11720745975711355	-0.12771527194532917	8.549295782305927	8.504186521328668
44	0.7472297795635634	0.5791847143178022	1.6755365091628875	1.6487401712789986
45	-0.47999030309407487	0.8747707797381217	-1.317544017590372	-1.2882834282184166
46	0.25665732627994564	-0.08474885988905734	3.9046762365296295	3.8695290161123825
47	0.9261767756859338	0.5867748405629101	1.425997055863964	1.4444002440864026
48	0.892632387685169	0.02077086697463293	1.1226081422646337	1.0994820053673962
49	0.8186905607413979	0.5537933573521128	1.5300238735679819	1.5583074047888528
50	0.5742932446766615	-0.47657790672180345	1.9699238363448137	2.014489933639241
51	0.8056018212969778	0.5696419542237492	1.5676625399151882	1.5105678138405152
52	0.3553011753264028	0.11042911165874036	2.828074560786604	2.750069259565617
53	0.4721739793422488	-0.7772466140747596	2.7233701711093454	2.660443555953402
54	-0.5202280660356153	0.29200885257922216	-1.8364557105529504	-1.9105775316439648
55	-0.5556526096030134	0.42701991879660284	-1.6168525393797624	-1.5617751836328624
56	0.6852499759514046	0.11318297874214966	1.473828421706892	1.4632453809540473
57	-0.18424746166542416	-0.2571376012264468	-5.36057339988811	-5.278254213706531
58	-0.30862330275692185	0.022958801344113544	-3.2389752497019635	-3.2567153656890593
59	0.9103095230961109	0.6469552410533184	1.5190535399430234	1.537344177320678
60	0.32691807219035374	-0.08587383695512107	3.067563002978688	3.0182017875028757
61	-0.5469975878014952	-0.9340885266849457	-0.9552806576092949	-1.0370345854894385
62	0.5336100535049999	0.1334504013152551	1.8933836248501703	1.9752313505140875
63	0.9216973924498195	-0.29000387282669227	1.170949732316885	1.1025148046332722
64	-0.9294999838712497	0.33004340115956143	-0.9668150973563459	-0.9196994878915178
65	-0.6388622927783547	0.9611378841165719	-0.6410392681941863	-0.5798004454208261
66	0.9201800425231468	0.4493391285500392	1.2906146141141428	1.337296904257918
67	0.20983210626588322	-0.9765373557937191	5.720452307888579	5.754665620302165
68	0.3099495796918761	0.7682779885618387	3.8179690470656036	3.828080085059143
69	-0.8578289629269358	-0.32476183237486844	-1.06015360476087	-1.0935793946480767
70	-0.33989932922475075	-0.5307394346625527	-2.659756208740289	-2.6055672459488264
71	-0.74703543478121	-0.39755103798997693	-1.180364549251959	-1.1708902676743131
72	-0.6449260444869076	-0.5707371225891877	-1.224526520932225	-1.2264036248054948
73	0.3275561546073338	-0.6944519138068568	3.536433220240693	3.515891511226291
74	0.16630513061834407	0.7106548337278669	6.519311255426876	6.520420762176864
75	-0.10585899332239501	0.5793242850904732	-9.109959823817785	-9.179851537056836
76	0.5565888810001629	-0.5703869027836876	2.123499010241309	2.0426158925922278
77	0.6288859797575455	0.44924876472385233	1.793611626118958	1.8340998603133731
78	-0.6113711148175274	0.1128826336891644	-1.6225253180379813	-1.5861295804916642
79	0.487827379082749	0.8595531176634785	2.790310788542209	2.8276235700340253
80	-0.5851315235678969	-0.833873300961349	-1.0133413135904004	-0.9932458489366144
81	-0.20581064868778398	-0.47823900761635874	-4.629376167689841	-4.6013717958105556
82	-0.024464795894819646	-0.45617000262163576	-40.66603900688661	-40.5958039952829
