¹	x1	x2	u	y
1	-2.3677579511521065	0.7864599981590599	0.19488974925994823	0.26182105280909374
2	4.500408809603134	0.8997587280229034	1.0373581892633266	1.1035680066517137
3	-1.3121485076422452	-0.8607124956274779	-0.021681077105394797	-0.2045735460328512
4	2.9189372608802033	-0.6157999486883603	0.7256573738865097	0.6573760648695357
5	-1.536155315799427	-0.9932269334941379	0.33488842150361176	0.45598219831699316
6	5.060360001893981	0.516778874322297	0.47078684173675084	0.40302532388796153
7	-5.5899705346977075	-0.5111595911316629	0.07775122159480782	0.12943870232858845
8	1.0605602230674491	0.7843042540411409	1.5601700468101716	1.531241540329478
9	-2.690698546895464	-0.053493141784285214	-0.3704852322218986	-0.40803245314481135
10	5.642529985913178	-0.8542229752079193	0.9134794639675491	0.8987091473351054
11	-3.7254076715939606	0.7859201464418237	0.3465966622852209	0.3825764275961899
12	2.3956019840111544	-0.9058573333424471	1.2413141374991694	1.1762903785415195
13	-3.7234611078727604	-0.37070221760665056	-0.13390772501568796	-0.16256312184424032
14	2.7583608583303905	-0.6025247692924613	0.7292683526685934	0.7908955098689887
15	-4.309672331920917	0.7459079734406322	0.3211074212528373	0.24159792748889702
16	5.289848541372557	-0.8865618814550553	0.9812344912916295	1.029405896139377
17	-4.326225606407141	-0.4400643895749343	-0.040861935726798554	-0.08645087123753159
18	1.6249116900592648	0.19193029512776083	0.6548994029273447	0.6339555097584342
19	-3.0156287233302144	0.22897174329639625	-0.28117048051051347	-0.13272314908082006
20	2.25798705489675	-0.5184655602471842	0.714885012926182	0.7481903389709189
21	-3.1070739040854205	-0.23865051186349495	-0.267023094945672	-0.17409252866427768
22	4.405163280560394	0.8564770990024797	0.9660501735993191	1.045523345912266
23	-3.3652277837532347	0.26419354335907497	-0.22969728513784068	-0.2359537706281565
24	4.129132234001645	0.7570460015341509	0.8205051213478703	0.8004675480348153
25	-4.903853861453431	-0.15799073491915094	-0.18287982872941821	-0.12776770218664568
26	5.693700040519215	0.8113607012674933	0.8407137392845314	0.729487753218479
27	-5.273605892586266	0.27119012046244007	-0.12032597997132378	-0.15403058048382182
28	1.8466815364459335	-0.8575927889744643	1.2797381990692696	1.1970728583318737
29	-5.327873420045346	0.33243565157442223	-0.08147331420085382	-0.12217049511962083
30	5.094374224023882	0.45211678943536393	0.40684414022903115	0.49738565541153495
31	-3.0176285774526423	0.19446493582485047	-0.29556761596398295	-0.26941060447882176
32	4.083952094999553	0.7133652992617077	0.7589061933845617	0.6781150996182674
33	-2.9877606763297493	0.5090778830311715	-0.07747539099699902	-0.06469184994261766
34	1.5482614793894969	-0.02853764457118757	0.6492455375553773	0.6488885191506077
35	-2.775636914542291	0.7179964787707067	0.15353743638198514	0.027717189475436416
36	2.9798139177386105	-0.9788783196597726	1.297676116158644	1.3489270256536452
37	-2.8021958594698435	0.49463432812898134	-0.11395260636964372	-0.21025058529293655
38	5.224755980412521	0.4993043534492534	0.44697602225700067	0.4187927049322836
39	-5.573848582826099	-0.3917085043558073	-0.030586718150459213	-0.012738718295694347
40	5.8004924675426945	0.8133559303786664	0.8408288525447565	0.9027398639108091
41	-3.733433627058127	0.136774954567904	-0.25186231516609553	-0.2802533775190993
